id;institutionType;name;voivodeship;county;community;city;street;houseNumber;localNumber;postalCode;geolocation;website;email;phone;capacity;kidsEnrolled;capacityKPO;capacityFERS;kidsEnrolledKPO;kidsEnrolledFERS;basicPricePerMonth;basicPricePerMonthKPOFERS;extendedStayOver10H;basicPricePerHour;foodPricePerMonth;foodPricePerDay;discounts;openingHours;isAdaptedToDisabledChildren;operatingEntityName;operatingEntityAddress;operatingEntityNIP;operatingEntityREGON;operatingEntityRegNoPosition;operatingEntityWebsite;businessActivitySuspended;longitude;latitude
10110/Z;Żłobek;Żłobek Re-Re-Kum-Kum;ŚWIĘTOKRZYSKIE;starachowicki;Starachowice;Starachowice, miasto;ul. Stanisława Staszica;25;;27-200;"20.915412418419663;51.07799655";www.re-re-kum-kum.pl;re-re-kum-kum@wp.pl;510094775;78;78.0;0.0;0.0;0.0;0.0;2050.0 zł;0.0 zł;;;;19.7 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;TAK;Klub Malucha Re-Re-Kum-Kum s.c.;ul. Stanisława Staszica 25 27-200 Starachowice, Starachowice, miasto;6642135087.0;365445096.0;2087/P;www.re-re-kum-kum.pl;NIE;20.915412418419663;51.07799655
10112/Z;Żłobek;Kochane Urwisy;MAZOWIECKIE;grójecki;Grójec;Marianów, wieś;;19M;;05-600;"20.898027;51.8664171";www.kochaneurwisy.pl;kochaneurwisy@op.pl;607866401;15;1.0;;;;;1750.0 zł;0.0 zł;;;0.0 zł;;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:30 ;TAK;Łukasz Błaszczykowski;;7971540406.0;146296421.0;750/P;www.kochaneurwisy.pl;NIE;20.898027;51.8664171
10114/Z;Żłobek;Żłobek Miejski nr 2 ;DOLNOŚLĄSKIE;świdnicki;Świdnica;Świdnica, miasto;ul. Galla Anonima;5;;58-100;"16.4850101182716;50.86103155";http://www.zlobek2.swidnica.pl;zlobek2@zlobek.swidnica.pl;746379082;100;100.0;;;;;1500.0 zł;0.0 zł;63.0 zł;;;10.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:30 ;TAK;Gmina Miasto Świdnica;ul.  Armii Krajowej 49 58-100 Świdnica, Świdnica, miasto;8840024797.0;890718314.0;7063/P;www.um.swidnica.pl;NIE;16.4850101182716;50.86103155
10115/Z;Żłobek;Żłobek Gminny w Głuszycy;DOLNOŚLĄSKIE;wałbrzyski;Głuszyca;Głuszyca, miasto;ul. Grunwaldzka;37;;58-340;nan;www.zlobekgluszyca.pl;zlobek@gluszyca.pl;605616005;45;31.0;;;;;1500.0 zł;0.0 zł;58.0 zł;;;17.9 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ;NIE;Gmina Głuszyca;ul.  Parkowa 9 58-340 Głuszyca, Głuszyca, miasto;8862572750.0;890718248.0;7248/P;;NIE;16.3786883;50.6816574
10133/Z;Klub dziecięcy;"""BRZDĄCE NA ŁĄCE"" KLUB MALUCHA I OPIEKA DZIENNA EWELINA BEDNARKIEWICZ";WIELKOPOLSKIE;kolski;Grzegorzew;Grzegorzew;ul. Łąkowa;19;;62-640;"18.74063474348725;52.19956991060491";;e.bednarkiewicz90@gmail.com;663320431;15;11.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;25.0 zł;;;12.9 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-16:00 ;NIE;"""BRZDĄCE NA ŁĄCE"" KLUB MALUCHA I OPIEKA DZIENNA EWELINA BEDNARKIEWICZ";;6662089539.0;367289200.0;11406/P;brzdace-grzegorzew.pl;NIE;18.74063474348725;52.19956991060491
10135/Z;Żłobek;"Żłobek ""Bożego Miłosierdzia""";ŚLĄSKIE;Zabrze;Zabrze;Zabrze;ul. Pawła Majnusza;7;;41-800;"18.7957095634934;50.30278765";www.dom-rodzina.pl;biuro@dom-rodzina.pl;575241606;120;18.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;50.0 zł;;300.0 zł;;Zniżka - Rodzina na 5+ obniżenie wyżywienia o 50 % na okres 10 m-cy, opłata wpisowa 3 równe raty co miesiąc: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ;TAK;Caritas Diecezji Gliwickiej;ul. Księcia Ziemowita 2 44-100 Gliwice, Gliwice, miasto;6311008107.0;40022246.0;633/P;www.caritasgliwice.pl;NIE;18.7957095634934;50.30278765
10155/Z;Żłobek;Niepubliczny Żłobek Super Bobas;PODLASKIE;Białystok;Białystok;Białystok, miasto;ul. Gajowa;79;;15-876;"23.1163804;53.1542574";www.wesoledinusie.pl;kontakt@wesoledinusie.pl;600140533;60;40.0;;;;;1600.0 zł;0.0 zł;;;;15.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:45-16:45 ;TAK;Lucky Star Ewa Bałtyk;;9661654855.0;200272057.0;2263/P;www.wesoledinusie.pl;NIE;23.1163804;53.1542574
10156/Z;Żłobek;"Żłobek "" Bajkowy Dom""";MAZOWIECKIE;legionowski;Jabłonna;Jabłonna;ul. Modlińska;112;;05-110;"20.922509;52.376243";https://przedszkolebajkowydom.pl/;sekretariatbajkowydom@op.pl;601055802;15;15.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;50.0 zł;;;23.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;Ewa Kobus;;5242129792.0;12897707.0;1999/P;;NIE;20.922509;52.376243
10176/Z;Żłobek;"Żłobek Niepubliczny ""A Be Ce Strumyk Wiedzy""";WIELKOPOLSKIE;wolsztyński;Siedlec;Siedlec;ul. Szkolna;2;;64-212;"16.00229;52.137574";http://abcstrumykwiedzy.pl/;sekretariat@abcstrumykwiedzy.pl;607397165lub601652051;50;58.0;0.0;0.0;0.0;0.0;1150.0 zł;0.0 zł;;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;"Zakłady Mięsne ""SOBKOWIAK"" Elżbieta Sobkowiak";;9231266197.0;301514252.0;11436/P;http://abcstrumykwiedzy.pl/;NIE;16.00229;52.137574
10178/Z;Żłobek;Żłobek Gminny w Kłobucku;ŚLĄSKIE;kłobucki;Kłobuck;Kłobuck, miasto;ul. Krzysztofa Kamila Baczyńskiego;2;;42-100;"18.9372927795542;50.90893175";;zlobek@gminaklobuck.pl;343131155;12;12.0;;;;;1500.0 zł;0.0 zł;;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;Gmina Kłobuck;UL. 11 LISTOPADA 6 42-100 KŁOBUCK;5742055306.0;151398273.0;11481/P;www.gminaklobuck.pl;NIE;18.9372927795542;50.90893175
10179/Z;Żłobek;Niepubliczny Żłobek ,,Cudaki-Słodziaki”;MAZOWIECKIE;Warszawa;Warszawa - Ursynów;Warszawa - Ursynów, dzielnica m. st. Warszawy;ul.  Na Uboczu;28B; UB6 ;02-791;"21.0472626;52.1407601";;mradlinska@wp.pl;509613307;15;15.0;0.0;0.0;0.0;0.0;2000.0 zł;0.0 zł;;;;20.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-17:30 ;NIE;RADLAKE Małgorzata Radlińska-Futyma;;9222052657.0;146538730.0;2159/P;http://cudaki-slodziaki.pl/;NIE;21.0472626;52.1407601
10180/Z;Żłobek;ŻŁOBEK;ŚLĄSKIE;Tychy;Tychy;Tychy, miasto;ul.  Armii Krajowej;101;D;43-100;"18.9965933;50.114397";;zlobektychy@op.pl;732570757;25;25.0;0.0;0.0;0.0;0.0;1150.0 zł;0.0 zł;30.0 zł;;;13.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;NIE;ZUZANNA JASIŃSKA;ul.  Armii Krajowej 101 lok. d 43-100 Tychy, Tychy, miasto;6462896092.0;243140081.0;11487/P;;NIE;18.9965933;50.114397
10198/Z;Żłobek;Żłobek nr 61;MAZOWIECKIE;Warszawa;Warszawa - Praga-Południe;Warszawa - Praga-Południe, dzielnica m. st. Warszawy;ul. Jana Nowaka-Jeziorańskiego;1A;;03-984;"21.11007;52.2270001";www.zlobki.waw.pl;zlobek61@zlobki.waw.pl;789494995;150;156.0;;;;;1500.0 zł;0.0 zł;;;;15.32 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;m.st. Warszawa;pl. Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy;5252248481.0;15259640.0;26702/P;um.warszawa.pl;NIE;21.11007;52.2270001
10199/Z;Klub dziecięcy;Klub Malucha Sowia 5;ŚLĄSKIE;Siemianowice Śląskie;Siemianowice Śląskie;Siemianowice Śląskie, miasto;ul. Sowia;5;;41-100;"19.0385753;50.3134776";www.przedszkole.sowia5.pl;klubmalucha.sowia5@gmail.com;516577299;13;0.0;;;;;1600.0 zł;0.0 zł;;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Sowia 5 Przedszkole Integracyjne i Żłobek Sp z o.o.;ul. Sowia 5 41-100 Siemianowice Śląskie, Siemianowice Śląskie, miasto;6431779178.0;524044782.0;11477/P;www.przedszkole.sowia5.pl;NIE;19.0385753;50.3134776
10220/Z;Żłobek;"Żłobek ""Stonoga""";MAŁOPOLSKIE;olkuski;Olkusz;Olkusz;ul. Legionów Polskich;14;1;32-300;"19.5787948664093;50.266057141876246";;stonoga.olkusz@gmail.com;509899388;33;18.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;;;;14.0 zł;Zniżka - Aktywnie w żłobku: 100.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:30 ;TAK;Aleksandra Świerczek;;6372193866.0;123156882.0;2601/P;;NIE;19.5787948664093;50.266057141876246
10241/Z;Żłobek;Żłobek Niepubliczny Elemelek;MAZOWIECKIE;nowodworski;Leoncin;Leoncin;ul. Podleśna;33;;05-155;"20.534806;52.391446";;elemelek@przedszkole-elemelek.pl;600247156;20;19.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;;;;17.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:30-16:30 ;NIE;Przedszkole Niepubliczne Przedszkole Elemelek Barbara Kręźlewicz-Prarat;;5311568952.0;362429406.0;11492/P;www.przedszkole-elemelek.pl;NIE;20.534806;52.391446
10242/Z;Żłobek;Żłobek Króla Zygmunta Ewelina Gromulska-Sulej;MAZOWIECKIE;miński;Mińsk Mazowiecki;Mińsk Mazowiecki, miasto;ul. Warszawska;239;;05-300;"21.579819792659762;52.178241000000014";;ewelina.gromulskasulej@gmail.com;506993708;25;25.0;;;;;1600.0 zł;0.0 zł;40.0 zł;;;17.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;Żłobek Króla Zygmunta Ewelina Gromulska-Sulej;;8222364155.0;368738284.0;11502/P;;NIE;21.57981979265976;52.178241000000014
10245/Z;Żłobek;"Żłobek ""SZCZĘŚLIWA KRAINA"" ";DOLNOŚLĄSKIE;dzierżoniowski;Łagiewniki;Łagiewniki;ul. Sportowa;9;;58-210;"16.83628866699219;50.79067615881468";brak;szczesliwakrainalagiewniki@gmail.com;667133481;23;11.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;;;;12.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;"Żłobek ""SZCZĘŚLIWA KRAINA"" Jadwiga Kukiełka";;9141360107.0;367894160.0;11516/P;;NIE;16.83628866699219;50.79067615881468
10264/Z;Żłobek;"Żłobek Niepubliczny ""Lechitki""";WIELKOPOLSKIE;poznański;Suchy Las;Suchy Las;ul. Powstańców Wielkopolskich;89;;62-002;"16.861494;52.47516";www.lechitki.pl;zlobek@lechitki.pl;667232373;52;35.0;0.0;0.0;0.0;0.0;1200.0 zł;0.0 zł;25.0 zł;;;11.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;NIE;Eduro Anna Świderska;;9581308186.0;300929117.0;11509/P;www.lechitki.pl;NIE;16.861494;52.47516
10268/Z;Żłobek;Niepubliczny Żłobek KARUZELA Magdalena Kornosz;WIELKOPOLSKIE;kościański;Czempiń;Czempiń, miasto;pl.  Zielony Rynek;18;;64-020;"16.7656094292177;52.14347855";www.przedszkolekaruzela.pl;biuro@przedszkolekaruzela.pl;508908625;30;24.0;0.0;0.0;0.0;0.0;2000.0 zł;0.0 zł;30.0 zł;;300.0 zł;;Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;TAK;"Niepubliczny Żłobek ""KARUZELA""";pl.  Zielony Rynek 18 64-020 Czempiń, Czempiń, miasto;6981780991.0;367897968.0;11539/P;przedszkolekaruzela.pl;NIE;16.7656094292177;52.14347855
10291/Z;Żłobek;"Niepubliczny Żłobek ""Żabka"" w Przysieczy";OPOLSKIE;opolski;Prószków;Przysiecz;ul. Szkolna;14;;46-060;"17.85907;50.559393";;zabkazp@wp.pl;608499728;20;12.0;0.0;0.0;0.0;0.0;2100.0 zł;0.0 zł;25.0 zł;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Barbara Wlaźlik;;8321041142.0;;441/P;;NIE;17.85907;50.559393
10292/Z;Żłobek;Niepubliczny Żłobek KUM-KUM-2;MAZOWIECKIE;Warszawa;Warszawa - Wola;Warszawa - Wola, dzielnica m. st. Warszawy;ul.  Radziwie;7;U7;01-164;"20.959804257970127;52.245676450000005";;zlobek@kum-kum.pl;881000080;30;30.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;;;;20.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:30 ;NIE;ARS EDUCANDI – SZTUKA WYCHOWANIA spółka z o.o.;ul. Jana Ostroroga 29 lok. 68 01-163 Warszawa - Wola, Warszawa - Wola, dzielnica m. st. Warszawy;5272758133.0;363639382.0;2951/P;www.kum-kum.pl;NIE;20.959804257970127;52.245676450000005
10311/Z;Żłobek;GWIAZDOLANDIA ;ŚLĄSKIE;Gliwice;Gliwice;Gliwice;ul. Jagiellońska;39;;44-100;"18.687993;50.293691";www.gwiazdolandia.pl;gwiazdolandia@gmail.com;509983750;60;60.0;0.0;0.0;0.0;0.0;1850.0 zł;0.0 zł;;;;14.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;NIE;GWIAZDOLANDIA Branicki sp. j.;ul.  Bernardyńska 46 44-100 Gliwice, Gliwice, miasto;6312653146.0;243544499.0;2198/P;www.gwiazdolandia.pl;NIE;18.687993;50.293691
10313/Z;Żłobek;"Niepubliczny Żłobek ""Gryfne Bajtle"" ";ŚLĄSKIE;Siemianowice Śląskie;Siemianowice Śląskie;Siemianowice Śląskie, miasto;ul. 1 Maja;12;;41-100;"19.032851553230287;50.30421429574744";gryfne-bajtle.pl;gryfnebajtle.slaskie@gmail.com;791856308;80;80.0;;;;;1700.0 zł;0.0 zł;50.0 zł;;;18.0 zł;Zniżka - Opłata wpisowa w przypadku zapisu dwójki dzieci: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;NIE;Katarzyna Rej;ul. 1 Maja 12 41-100 Siemianowice Śląskie, Siemianowice Śląskie, miasto;7151930456.0;368894127.0;11575/P;gryfne-bajtle.pl;NIE;19.032851553230287;50.30421429574744
10329/Z;Żłobek;Żłobek Niepubliczny Cypiskowo.pl 2;MAZOWIECKIE;piaseczyński;Lesznowola;Lesznowola;ul. Żubra;4;;05-506;"20.944892;52.081462";www.cypiskowo.pl;cypiskowo@cypiskowo.pl;602593463;30;30.0;0.0;0.0;0.0;0.0;2080.0 zł;0.0 zł;50.0 zł;;;16.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% Zniżka - Rzeczywista opłata za sam pobyt = 1880 zł.200 zł (9,6%) pokrywa dotacja z budżetu Gminy Lesznowola.: 9.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ;TAK;"""Cypiskowo.pl"" Katarzyna Brogowska";;8842166277.0;142431980.0;11593/P;www.cypiskowo.pl;NIE;20.944892;52.081462
10333/Z;Żłobek;Niepubliczny Żłobek Gumisiowy Las;MAŁOPOLSKIE;Kraków;Kraków-Krowodrza;Kraków-Krowodrza;ul. gen. Augusta Fieldorfa-Nila;17;JU11 JU12;31-209;"19.934092413352964;50.088304054104555";www.gumisiowylas.pl;konopabarbara@gmail.com;538437437;40;25.0;0.0;0.0;0.0;0.0;2200.0 zł;0.0 zł;;;;21.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;Barbara Konopa;;6612137957.0;123082089.0;11567/P;www.gumisiowylas.pl;NIE;19.934092413352964;50.08830405410456
10335/Z;Żłobek;Żyrafka;DOLNOŚLĄSKIE;wrocławski;Kobierzyce;Bielany Wrocławskie, wieś;ul. Akacjowa;6;;55-040;"16.9709874;51.0375705";http://zlobek-zyrafka-bielany.pl/;zyrafka.zlobek@gmail.com;577066123;20;20.0;;;;;2000.0 zł;0.0 zł;;;;18.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;CISEK I ANIŚKIEWICZ s.c.;ul. Borówkowa 7 lok. 1 55-040 Kobierzyce, Bielany Wrocławskie, wieś;8961615267.0;522404153.0;11645/P;www.zlobek-zyrafka-bielany.pl;NIE;16.9709874;51.0375705
10352/Z;Klub dziecięcy;BAJLANDIA NIEPUBLICZNE PRZEDSZKOLE I KLUB MALUCHA SPÓŁKA CYWILNA SYLWIA SZYGENDA I EWELINA CHABIERSKA;WIELKOPOLSKIE;kaliski;Brzeziny;Brzeziny, wieś;ul. ks. Józefa Kurzawy;5;;62-872;"18.2547498;51.5966279";bajlandia2016@wp.pl;BAJLANDIA@WP.PL;794200094;24;24.0;;;;;1500.0 zł;0.0 zł;;;350.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 06:00-17:00 ;NIE;BAJLANDIA NIEPUBLICZNE PRZEDSZKOLE I KLUB MALUCHA SPÓŁKA CYWILNA SYLWIA SZYGENDA I EWELINA CHABIERSKA;ul. ks. Józefa Kurzawy 5 62-874 Brzeziny, Brzeziny, wieś;9680980490.0;365907958.0;11577/P;;NIE;18.2547498;51.5966279
10354/Z;Żłobek;MAJABAJA ;MAZOWIECKIE;Warszawa;Warszawa - Ursynów;Warszawa - Ursynów, dzielnica m. st. Warszawy;ul. Jana Żabińskiego;3;;02-793;"21.056753042147918;52.136740950000004";www.majabaja.pl;majabajazlobek@gmail.com;512266971;15;18.0;0.0;0.0;0.0;0.0;2200.0 zł;0.0 zł;;;;22.0 zł;Zniżka - Samotne wychowanie dziecka: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;NIE;PMT COMFORT Paulina Troć;ul. Jana Żabińskiego 3 02-793 Warszawa - Ursynów, Warszawa - Ursynów, dzielnica m. st. Warszawy;7981338853.0;147044934.0;11667/P;http://www.majabaja.pl/;NIE;21.05675304214792;52.13674095
